datum,value
2021-08-22T13:30:00,131
2021-08-22T15:30:00,120
2021-08-22T17:30:00,100
2021-08-22T19:30:00,84
2021-08-22T21:30:00,93
2021-08-22T23:30:00,94
2021-08-23T01:30:00,129
2021-08-23T03:30:00,136
2021-08-23T05:30:00,132
2021-08-23T07:30:00,134
2021-08-23T09:30:00,144
2021-08-23T11:30:00,144
2021-08-23T13:30:00,149
2021-08-23T15:30:00,144
2021-08-23T17:30:00,143
2021-08-23T19:30:00,133
2021-08-23T21:30:00,121
2021-08-23T23:30:00,129
2021-08-24T01:30:00,134
2021-08-24T03:30:00,138
2021-08-24T05:30:00,113
2021-08-24T07:30:00,122
2021-08-24T09:30:00,112
2021-08-24T11:30:00,114
2021-08-24T13:30:00,138
2021-08-24T15:30:00,134
2021-08-24T17:30:00,144
2021-08-24T19:30:00,134
2021-08-24T21:30:00,123
2021-08-24T23:30:00,122
2021-08-25T01:30:00,117
2021-08-25T03:30:00,112
2021-08-25T05:30:00,97
2021-08-25T07:30:00,87
2021-08-25T09:30:00,67
2021-08-25T11:30:00,69
2021-08-25T13:30:00,69
2021-08-25T15:30:00,81
2021-08-25T17:30:00,79
2021-08-25T19:30:00,81
2021-08-25T21:30:00,90
